id,win,kills,deaths,assists,largestkillingspree,largestmultikill,longesttimespentliving,doublekills,triplekills,quadrakills,pentakills,totdmgdealt,magicdmgdealt,physicaldmgdealt,truedmgdealt,largestcrit,totdmgtochamp,magicdmgtochamp,physdmgtochamp,truedmgtochamp,totheal,totunitshealed,dmgtoturrets,timecc,totdmgtaken,magicdmgtaken,physdmgtaken,truedmgtaken,wardsplaced,wardskilled,firstblood
50681,0,1,4,3,0,1,551,0,0,0,0,61057,38833,14964,7259,0,2872,2071,256,544,4117,1,0,0,18561,4457,13340,763,9,1,0
50682,1,4,5,8,2,1,423,0,0,0,0,75544,25803,47289,2451,397,9620,4713,3683,1224,2039,2,2993,0,14458,3104,9278,2076,9,0,0
50683,1,7,3,19,4,2,1031,1,0,0,0,43713,27063,11547,5102,0,18157,13683,4473,0,2973,4,0,0,20536,9682,10566,288,28,1,0
50684,0,3,5,1,3,2,437,1,0,0,0,37129,20779,15986,364,186,7026,4827,1835,364,42,1,731,0,10078,1660,7926,492,5,0,0
50685,0,11,6,7,6,2,1199,2,0,0,0,190283,4801,172417,13065,0,26213,1893,22422,1898,10088,1,0,0,32867,8098,24283,486,13,2,0
50686,1,7,4,6,4,1,497,0,0,0,0,58779,51155,7624,0,64,11188,10588,600,0,708,1,0,0,10060,4554,4825,680,5,0,0
50687,0,12,13,12,5,2,545,2,0,0,0,179384,29655,147852,1876,726,37415,10652,25348,1414,4273,4,0,0,34357,14911,19036,409,9,0,0
50688,1,8,2,13,7,2,383,2,0,0,0,131471,20903,97388,13179,775,19848,1336,14560,3950,7031,2,0,0,15012,4130,10713,168,11,2,0
50689,0,2,2,9,0,1,1150,0,0,0,0,29301,22204,4521,2575,0,9235,7363,1045,825,6468,6,0,0,12074,1556,9717,800,19,8,0
50690,0,3,8,4,2,2,460,1,0,0,0,118044,86447,31375,221,387,14834,12341,2433,60,6207,1,1250,0,26115,6746,16277,3091,7,3,0
50691,1,6,8,9,3,1,465,0,0,0,0,116602,11867,103770,965,667,19142,737,17567,837,1597,1,3883,0,19745,9867,9317,560,5,0,0
50692,1,8,4,3,4,1,845,0,0,0,0,150670,13842,136827,0,0,25201,7174,18026,0,2606,1,2854,0,18575,5160,12806,609,13,1,0
50693,1,4,3,7,2,1,911,0,0,0,0,163705,3457,152313,7934,0,13319,2882,9252,1184,6467,1,3539,0,17544,5957,10687,900,14,2,0
50694,0,5,6,8,3,1,840,0,0,0,0,116526,71532,33968,11026,247,10996,7534,2559,902,10650,1,0,0,28291,13283,14494,514,7,1,1
50695,0,5,8,0,3,1,341,0,0,0,0,73775,60088,13209,478,0,11309,10047,877,384,0,0,0,0,22091,4664,16797,629,3,1,0
50696,0,2,3,0,0,1,309,0,0,0,0,36324,30372,5952,0,0,4841,3955,886,0,265,1,0,0,4896,2586,2241,68,5,0,0
50697,1,1,7,11,0,1,403,0,0,0,0,17658,13691,2340,1626,0,5224,3776,258,1189,26904,11,210,0,22210,8264,13461,483,18,3,0
50698,1,12,4,17,5,1,1107,0,0,0,0,235948,5349,213294,17304,623,35574,1303,30792,3478,9204,1,9779,0,28522,13100,14189,1232,4,1,0
50699,1,17,12,6,5,2,439,3,0,0,0,314724,28105,265890,20727,1257,55655,6893,43027,5734,18354,1,6957,0,70145,23122,42729,4294,15,0,1
50700,0,8,5,5,3,1,911,0,0,0,0,136394,11130,124728,536,1043,19865,3615,15772,477,2284,1,546,0,27811,9172,18284,354,8,0,0
50701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50702,1,6,6,29,3,2,950,1,0,0,0,98139,80176,9868,8094,0,26766,20191,2317,4258,8414,8,1529,0,30834,12380,18314,139,20,4,0
50703,1,12,5,13,5,4,519,2,1,1,0,145652,23470,107013,15168,0,17199,3818,12626,754,7254,1,6240,0,27413,4865,21706,840,24,1,1
50704,0,2,5,6,0,1,652,0,0,0,0,223948,203130,20818,0,0,16902,15642,1259,0,1675,1,381,0,21733,13379,8218,136,14,0,0
50705,1,15,5,6,5,3,517,3,1,0,0,93071,62457,30145,469,0,25808,22366,3345,96,5493,1,1829,0,24936,11140,12972,824,12,4,0
50706,1,6,3,4,4,3,784,1,1,0,0,123824,18573,94168,11082,0,8314,1299,6473,541,10791,1,4758,0,25437,6653,18243,540,13,0,1
50707,1,12,5,5,7,2,494,2,0,0,0,136196,98387,11671,26138,0,23034,21462,1476,96,1200,1,0,0,15238,6712,7892,633,9,0,0
50708,1,8,11,16,4,2,431,1,0,0,0,160025,100146,16025,43852,0,46447,31048,1519,13879,5482,1,5167,0,33163,18005,12517,2640,17,1,0
50709,1,10,3,13,4,1,608,0,0,0,0,106850,78993,13835,14021,0,31897,24100,1208,6587,3500,1,3436,0,16119,2835,12014,1270,15,4,0
50710,1,7,1,11,5,1,1166,0,0,0,0,98829,72300,25424,1104,356,14290,10354,3563,372,2195,1,5598,0,11260,3469,7516,274,14,1,1
50711,0,6,7,3,2,1,538,0,0,0,0,74110,12326,61626,157,0,12129,2108,9863,157,1264,1,0,0,24015,5675,16785,1554,4,0,0
50712,0,0,0,0,0,0,0,0,0,0,0,7011,2153,4468,390,0,274,43,230,0,410,1,0,0,1470,506,964,0,0,0,0
50713,0,5,9,0,0,2,434,1,0,0,0,130074,9685,118848,1540,572,9095,410,7145,1540,1461,1,501,0,23958,16962,6464,532,9,0,0
50714,0,8,11,10,3,2,313,1,0,0,0,191131,1620,170369,19142,0,20044,421,14862,4760,11457,1,0,0,40044,13443,25759,841,14,2,1
50715,0,1,5,23,0,1,1621,0,0,0,0,27603,19123,7967,512,0,12775,10971,1291,512,7036,6,1341,0,33132,11237,15910,5984,29,2,0
50716,0,3,2,4,3,1,787,0,0,0,0,6477,4338,1933,205,0,2396,1861,329,205,817,3,0,0,11799,6872,3791,1135,19,1,0
50717,0,1,5,1,0,1,489,0,0,0,0,56364,0,56028,336,308,10795,0,10459,336,1354,4,0,0,10441,1980,8256,203,4,2,0
50718,0,6,11,8,2,1,387,0,0,0,0,95066,492,88574,5999,0,21222,492,18919,1810,3710,1,1677,0,35996,11372,23539,1085,1,0,0
50719,1,9,5,9,5,2,955,2,0,0,0,280176,1797,274180,4197,998,46327,331,45403,592,11399,4,8112,0,23463,7157,15984,321,10,2,0
50720,1,6,5,14,3,1,595,0,0,0,0,150269,15960,123313,10996,0,14066,2576,11125,364,7893,1,2150,0,29186,6039,22046,1101,14,3,0
50721,0,15,12,11,3,2,475,2,0,0,0,182815,16658,165093,1064,1032,37412,5176,31816,420,7044,3,1288,0,33889,7495,25424,968,17,0,0
50722,0,8,5,6,3,3,510,1,1,0,0,146788,3929,142009,850,749,23236,1210,21674,352,3003,3,211,0,16381,7683,8667,30,9,2,0
50723,1,10,6,21,2,1,423,0,0,0,0,145036,120203,23470,1362,219,28084,25050,2728,306,427,1,6931,0,17518,8922,8471,124,15,0,0
50724,0,2,6,11,0,1,634,0,0,0,0,31180,23818,5572,1789,0,8096,4941,1761,1393,2718,3,0,0,22024,13617,7199,1207,18,5,0
50725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50726,1,3,4,24,0,1,1254,0,0,0,0,23806,17181,6624,0,0,7756,6704,1051,0,3386,4,0,0,23429,15038,7403,987,35,2,0
50727,0,10,6,3,3,2,332,1,0,0,0,169594,6841,162709,43,663,23635,1307,22285,43,873,1,2636,0,21268,5420,15433,414,11,0,0
50728,0,7,9,8,4,1,542,0,0,0,0,127432,21975,94995,10461,0,20669,3516,16278,875,5623,1,1000,0,37156,10954,25027,1174,31,0,0
50729,0,1,7,11,0,1,914,0,0,0,0,208508,10290,196834,1383,117,23606,5049,18128,428,11130,1,3073,0,68275,25517,40242,2515,21,3,0
50730,0,1,6,3,0,1,406,0,0,0,0,71498,62878,8620,0,0,10929,9313,1616,0,387,1,0,0,11073,4195,6220,658,2,1,0
50731,1,7,1,11,5,2,347,1,0,0,0,106762,71900,34862,0,360,16499,12575,3923,0,2957,3,0,0,11696,4747,6578,370,6,0,0
50732,0,1,3,1,0,1,794,0,0,0,0,66558,2039,64519,0,0,7624,584,7039,0,768,2,0,0,11350,3199,7974,177,5,0,0
50733,0,4,15,16,2,1,596,0,0,0,0,61348,43099,13192,5056,0,18466,14324,2370,1770,16498,5,0,0,43188,24242,17144,1801,24,1,0
50734,1,13,6,10,4,3,328,2,1,0,0,141697,9068,119682,12946,690,22025,1031,18096,2897,7433,1,5147,0,25499,6313,17832,1352,10,1,1
50735,0,2,7,4,0,1,571,0,0,0,0,130258,448,129415,394,1056,13854,198,13261,394,1278,2,1630,0,18557,8685,9239,632,11,4,0
50736,1,8,2,3,7,2,975,1,0,0,0,156460,3482,148245,4732,659,21211,733,15961,4516,5870,3,8595,0,29626,9433,18415,1777,14,3,0
50737,0,6,10,6,0,1,355,0,0,0,0,122326,20905,95887,5534,0,13627,3151,8875,1600,6835,1,0,0,30395,8467,20858,1069,10,2,0
50738,0,3,6,10,0,1,1182,0,0,0,0,146110,15319,129826,964,0,24970,5296,19332,341,3000,3,4430,0,24566,5042,18016,1507,13,2,0
50739,0,9,6,6,4,1,632,0,0,0,0,77718,6940,68348,2430,0,19577,1470,17812,294,3576,1,600,0,34641,8078,24658,1905,10,0,0
50740,0,10,6,15,5,1,746,0,0,0,0,239846,167786,61243,10816,0,36650,25430,9576,1644,12509,1,0,0,45179,17023,23390,4764,16,9,0
50741,0,8,4,10,5,1,1360,0,0,0,0,142749,75315,58609,8824,116,21203,13292,5765,2145,5713,1,0,0,22044,7844,13833,366,10,0,0
50742,1,11,5,10,7,2,689,3,0,0,0,226669,881,222439,3348,1228,29604,252,28690,662,2221,3,8145,0,16083,5203,9803,1076,10,1,0
50743,0,6,8,6,2,1,422,0,0,0,0,71548,3930,67567,50,0,14894,980,13863,50,233,1,0,0,14708,6973,6910,824,5,1,0
50744,1,1,11,15,0,1,409,0,0,0,0,38371,28303,7467,2599,0,13710,11546,1858,305,2921,4,951,0,24652,6770,17355,526,19,1,0
50745,0,4,7,4,0,1,497,0,0,0,0,129106,7313,120486,1306,0,19350,1909,16448,992,2563,1,1242,0,21082,10266,9447,1369,8,5,1
50746,1,6,8,5,2,1,495,0,0,0,0,202935,43562,150400,8972,0,11539,2696,8321,522,10014,1,7005,0,33597,10208,22150,1238,14,3,0
50747,1,2,2,13,0,1,442,0,0,0,0,22772,5332,10228,7211,0,5109,3199,1909,0,2908,5,1306,0,7840,1821,5574,444,14,2,0
50748,0,1,7,7,0,1,579,0,0,0,0,210408,571,208687,1150,1157,25284,571,23954,758,3823,5,1943,0,25655,14436,10998,220,16,1,1
50749,1,13,3,12,5,1,992,0,0,0,0,101898,82358,19410,130,0,22864,20312,2474,78,1667,1,0,0,16407,9070,5806,1531,8,0,0
50750,1,3,7,20,2,1,413,0,0,0,0,33333,27246,6087,0,321,17469,15202,2266,0,7924,1,1734,0,23848,9221,13626,1000,23,8,0
50751,1,10,2,9,5,2,676,2,0,0,0,178784,3492,162994,12297,385,19375,930,16348,2097,6204,1,6873,0,19557,8003,11307,246,11,3,0
50752,0,2,4,0,0,1,821,0,0,0,0,40979,333,40346,298,0,6382,333,5749,298,1181,1,0,0,15721,3414,11886,420,8,0,0
50753,1,5,1,6,4,2,1130,1,0,0,0,70562,1386,60138,9037,352,12537,702,9649,2185,2482,2,5296,0,14167,4957,9210,0,5,0,0
50754,0,3,7,7,0,1,643,0,0,0,0,172662,0,171782,879,609,17877,0,17877,0,2363,3,0,0,18960,8777,9666,516,11,4,1
50755,0,11,2,8,9,2,800,1,0,0,0,127127,51178,68242,7705,0,13430,4337,7103,1988,6951,1,0,0,32554,7340,24650,564,5,0,0
50756,0,11,6,8,5,4,505,2,2,1,0,96303,4527,75180,16595,0,19959,3082,12603,4274,7694,1,943,0,31116,16052,14624,439,6,4,0
50757,1,12,3,13,4,3,907,1,1,0,0,112633,103915,7896,821,0,25312,24415,217,679,4611,1,3549,0,16530,6433,10073,24,8,0,0
50758,0,4,7,10,3,1,1078,0,0,0,0,198755,185586,11177,1992,0,28486,25660,1344,1482,1799,1,5862,0,21957,3262,17610,1084,12,1,0
50759,1,11,8,5,3,2,529,2,0,0,0,80408,61095,18585,728,0,20963,18457,1806,700,3248,1,2102,0,21309,11047,10117,144,10,0,0
50760,1,8,1,10,4,1,1081,0,0,0,0,201734,79163,110879,11692,0,24370,9663,13675,1032,12759,1,4385,0,29877,7763,21946,167,9,1,0
50761,0,2,7,8,0,1,471,0,0,0,0,129046,103672,19361,6013,0,15075,12367,1345,1363,32070,1,235,0,49039,13318,30481,5239,0,0,0
50762,1,10,8,7,3,2,432,2,0,0,0,140783,119539,21243,0,0,25892,24230,1662,0,1612,1,1419,0,16471,5179,9794,1496,16,4,0
50763,1,7,4,9,3,1,846,0,0,0,0,125384,17952,97807,9623,0,12366,2069,10196,100,6230,1,2879,0,21798,7288,13789,720,22,2,0
50764,0,1,4,0,0,1,527,0,0,0,0,44859,2191,42667,0,339,3486,184,3302,0,914,2,0,0,7857,3117,4649,90,5,1,0
50765,0,0,6,8,0,0,921,0,0,0,0,24701,16708,7992,0,0,11272,9033,2239,0,5864,5,0,0,14541,3874,10352,314,24,3,0
50766,0,0,5,3,0,0,502,0,0,0,0,37663,2613,33909,1139,0,4464,454,4010,0,1235,3,0,0,9540,5569,3437,533,6,0,0
50767,1,14,5,9,9,2,1096,3,0,0,0,171577,7905,161784,1887,0,38576,3173,33967,1435,5132,1,0,0,39253,5348,32455,1449,17,30,0
50768,1,15,17,15,4,3,436,2,2,0,0,275866,11060,260270,4535,981,56435,5867,49385,1183,7661,3,5513,0,51619,27119,23125,1375,14,5,1
50769,0,0,9,3,0,0,400,0,0,0,0,18451,14481,3895,74,0,5121,4707,339,74,430,2,385,0,18210,7630,10130,450,19,2,0
50770,1,0,0,0,0,0,0,0,0,0,0,481,0,123,357,0,0,0,0,0,33,2,0,0,45,0,45,0,1,0,0
50771,0,9,6,8,3,1,738,0,0,0,0,109556,5714,97564,6278,308,16506,2146,13413,946,13261,1,2978,0,35893,14054,21366,472,9,0,0
50772,1,6,3,3,5,2,816,1,0,0,0,78195,2064,75934,195,737,14460,1148,13311,0,1833,3,4985,0,10161,3424,6335,402,9,1,0
50773,1,6,3,18,3,1,645,0,0,0,0,146714,101419,34951,10343,569,21308,16442,2882,1984,15029,1,2339,0,33657,13361,19823,473,17,7,0
50774,1,18,4,12,9,4,821,2,2,1,0,205590,1697,202214,1678,726,44632,773,43257,602,5882,2,6215,0,19840,9664,9787,388,13,1,0
50775,1,4,7,20,0,1,683,0,0,0,0,56553,34485,11429,10639,0,14669,12029,2478,162,24898,11,0,0,54971,22938,31081,951,24,4,0
50776,1,6,3,3,3,1,461,0,0,0,0,85997,1597,82607,1791,401,12200,506,9902,1791,3037,4,2863,0,17871,1560,16191,120,9,1,1
50777,1,2,0,4,2,1,0,0,0,0,0,81831,26723,46208,8900,0,2901,1659,1047,194,8690,1,1704,0,13572,2039,11532,0,1,0,0
50778,0,3,11,17,0,1,545,0,0,0,0,19386,13462,5680,243,87,10469,8380,1919,168,3095,3,0,0,34643,12327,21837,479,20,6,0
50779,1,12,7,14,3,2,492,1,0,0,0,134034,102603,30316,1114,0,31181,27011,3199,970,978,1,0,0,19353,8457,10534,362,10,1,0
50780,1,19,3,16,15,3,1228,5,1,0,0,261457,82291,165409,13756,0,34866,6705,26354,1806,12659,1,8977,0,48755,13488,32453,2814,11,0,1
50781,1,5,3,5,2,1,991,0,0,0,0,142579,4145,134080,4353,530,20493,1154,18079,1259,3547,3,3681,0,20740,4284,15476,979,10,4,0
50782,0,7,8,2,3,2,435,1,0,0,0,89329,3153,81818,4358,0,14321,1975,12173,172,7174,1,96,0,23267,6298,16621,348,9,1,0
50783,0,9,5,6,4,1,853,0,0,0,0,207108,26952,171690,8465,393,21945,4350,16581,1014,15235,1,0,0,41352,12732,27835,784,16,4,0
50784,0,2,8,5,0,1,553,0,0,0,0,52032,751,51281,0,297,10023,430,9592,0,2050,3,0,0,17422,6853,9118,1450,4,1,0
50785,1,11,5,6,3,2,496,2,0,0,0,92499,2677,83472,6349,627,19720,1639,16743,1337,2669,1,0,0,18812,9208,9579,24,11,1,0
50786,0,0,2,4,0,0,823,0,0,0,0,51364,19438,27186,4740,0,1825,453,1080,292,4281,1,0,0,12610,4263,8236,110,4,0,0
50787,0,5,4,3,4,1,1063,0,0,0,0,148630,315,144474,3839,1179,14964,290,14673,0,2878,2,4244,0,18101,7131,10260,709,8,2,0
50788,1,0,0,0,0,0,0,0,0,0,0,1647,68,1051,527,0,254,68,185,0,60,2,0,0,522,272,249,0,0,0,0
50789,1,7,2,4,5,2,514,2,0,0,0,116159,66103,19355,30700,0,10766,7588,1116,2061,2961,1,7089,0,9383,3794,5066,522,10,0,0
50790,0,5,8,3,3,2,466,1,0,0,0,83963,3458,76103,4402,928,14416,805,12679,932,9460,1,0,0,27701,7046,20183,470,4,2,0
50791,0,6,10,7,3,3,681,2,1,0,0,186898,3099,176401,7397,349,22476,0,20499,1977,16111,19,766,0,35049,10325,24363,360,15,7,0
50792,1,8,5,6,3,2,510,1,0,0,0,67888,3494,63760,633,0,15482,1070,13919,492,2941,1,3319,0,19254,8209,10260,784,9,0,0
50793,1,3,3,16,3,1,619,0,0,0,0,14879,9125,5711,42,0,6329,4900,1386,42,6651,5,1901,0,20040,8624,10163,1252,16,3,0
50794,0,6,6,12,5,1,604,0,0,0,0,164755,67073,97620,62,358,21341,9151,12190,0,2630,1,2052,0,37157,16648,20091,417,8,2,0
50795,0,2,11,6,0,1,595,0,0,0,0,86518,1978,84148,392,678,6534,707,5826,0,3520,3,2349,0,21229,5598,14679,950,7,1,0
50796,1,13,9,3,6,3,363,4,1,0,0,191235,26925,161110,3200,924,24814,2514,21780,520,4444,4,0,0,25708,7982,17576,150,12,1,0
50797,0,2,10,14,0,1,278,0,0,0,0,10243,8636,1415,191,0,6813,5721,901,191,8078,5,0,0,18147,2131,15019,996,21,2,0
50798,0,6,5,8,4,2,593,1,0,0,0,72836,6567,66269,0,354,14453,2262,12191,0,1717,1,0,0,15690,5221,10298,170,7,2,0
50799,1,2,1,9,2,1,1913,0,0,0,0,303896,257304,16195,30396,0,33406,31997,1377,32,1976,1,0,0,10613,4467,5773,373,13,0,0
50800,0,0,8,1,0,0,579,0,0,0,0,57004,47331,6349,3323,0,7160,6369,790,0,5547,3,0,0,30381,12332,17668,380,16,1,0
50801,0,6,8,12,3,1,942,0,0,0,0,157803,40073,102483,15246,0,15967,1865,13959,142,9197,1,2630,0,44665,13363,29296,2005,25,2,0
50802,0,2,4,0,0,1,307,0,0,0,0,21938,0,21701,237,0,3765,0,3528,237,424,1,0,0,8716,951,7044,721,5,1,0
50803,0,4,5,1,0,1,668,0,0,0,0,80588,1457,75963,3168,0,8986,523,8463,0,1917,1,757,0,19043,7306,11129,608,8,1,0
50804,0,1,0,2,0,1,0,0,0,0,0,29632,1641,25281,2710,0,1500,187,1141,172,1718,1,0,0,4853,1545,3307,0,1,0,0
50805,1,15,3,10,9,1,532,0,0,0,0,232069,204919,19291,7858,0,47252,41738,2241,3272,3360,1,2505,0,16345,8032,6511,1801,15,0,0
50806,0,8,9,16,2,2,614,1,0,0,0,211245,170102,27576,13566,145,38270,29263,4007,4999,9249,1,1019,0,64012,19330,40336,4345,21,3,0
50807,1,6,1,2,4,1,405,0,0,0,0,78145,4061,73569,514,0,8804,254,8035,514,396,1,1696,0,7667,4024,3643,0,6,1,1
50808,0,5,11,2,2,1,385,0,0,0,0,62289,50063,11112,1113,0,10911,9225,982,703,520,1,222,0,17591,8931,6321,2338,2,0,0
50809,0,7,10,2,3,2,470,1,0,0,0,82481,69046,12745,690,0,15820,13466,2163,190,272,1,1847,0,17608,8224,8818,566,11,1,0
50810,0,8,7,1,2,2,320,2,0,0,0,65766,8981,50104,6680,0,11346,2023,8797,526,3145,1,0,0,16860,5322,10808,729,6,1,0
50811,0,2,5,0,0,1,859,0,0,0,0,91133,19375,64565,7191,0,8464,2067,5610,785,7472,1,0,0,26962,6103,20433,425,9,0,0
50812,1,10,8,6,2,2,519,2,0,0,0,126384,0,125754,630,597,16377,0,15747,630,1165,1,5899,0,22727,4059,18108,559,3,0,0
50813,0,0,0,0,0,0,0,0,0,0,0,1192,0,1192,0,90,243,0,243,0,162,1,0,0,504,243,260,0,1,0,0
50814,0,10,11,4,2,1,601,0,0,0,0,152894,28219,113501,11174,0,26452,5298,18829,2324,6170,1,1835,0,46193,21805,22413,1974,13,0,0
50815,1,2,4,16,2,1,741,0,0,0,0,31087,15886,11938,3262,0,7659,5993,1665,0,13619,6,2199,0,21767,6565,9725,5476,27,1,0
50816,1,9,3,12,5,2,578,1,0,0,0,124556,84296,32950,7309,728,14512,11409,1956,1146,11397,1,4024,0,24468,8059,15778,630,9,0,0
50817,0,6,7,1,2,1,407,0,0,0,0,159472,1788,157683,0,1253,26572,1080,25491,0,2660,3,2604,0,23081,9054,13101,925,12,2,0
50818,0,4,6,27,4,1,1088,0,0,0,0,192939,113334,77084,2520,459,45016,30029,12522,2464,16042,1,0,0,54286,12719,40620,947,15,3,0
50819,1,11,1,8,7,1,759,0,0,0,0,101845,4635,97209,0,441,19555,1738,17817,0,3725,1,0,0,14383,3443,9844,1095,8,1,1
50820,0,16,11,9,3,2,708,3,0,0,0,323627,85368,222557,15702,1369,50222,6318,37918,5986,10634,3,3517,0,36540,13587,17132,5820,13,6,0
50821,0,3,5,0,0,1,282,0,0,0,0,57738,41160,16578,0,0,10003,8822,1181,0,1442,1,0,0,12669,5549,6758,362,8,0,1
50822,1,3,3,11,0,1,595,0,0,0,0,173975,147932,23207,2836,947,28614,24303,3058,1252,29719,1,5378,0,32204,12126,19022,1056,10,2,0
50823,1,9,2,4,4,2,1116,1,0,0,0,164786,4291,157580,2914,661,21697,1078,20124,494,4207,3,0,0,22059,6990,15068,0,11,6,0
50824,1,2,5,9,0,1,479,0,0,0,0,115295,33725,74339,7230,0,9963,2365,6797,800,9947,1,0,0,27148,5551,21596,0,5,3,0
50825,1,4,9,18,3,2,688,1,0,0,0,207886,2705,204344,835,525,36151,971,35180,0,9264,4,6155,0,29884,14859,12924,2100,18,2,0
50826,0,0,5,1,0,0,427,0,0,0,0,55238,1778,52779,681,0,8156,939,6535,681,2280,1,0,0,15938,1827,13924,186,8,2,0
50827,1,2,2,13,0,1,913,0,0,0,0,113927,95619,15907,2399,0,15145,13002,1605,537,3539,5,3893,0,13645,5948,7348,348,9,0,0
50828,0,1,4,11,0,1,659,0,0,0,0,20354,11229,7291,1833,0,5843,4227,1282,333,5845,5,114,0,17974,9391,8433,150,15,3,0
50829,1,19,7,6,5,2,667,3,0,0,0,113354,77882,32218,3253,572,27222,22560,4050,612,1914,1,0,0,23101,9060,11763,2277,3,0,0
50830,0,0,2,6,0,0,937,0,0,0,0,7161,3073,4087,0,0,1317,851,466,0,2444,5,0,0,6213,1848,3946,418,13,1,0
50831,1,10,10,8,6,3,556,3,1,0,0,346656,38221,298575,9857,1177,26325,2392,21037,2895,11714,1,8075,0,46703,8729,36905,1069,7,3,0
50832,1,4,3,10,4,1,312,0,0,0,0,167724,2058,156042,9624,0,13770,0,12286,1484,12388,1,0,0,29414,8982,17945,2486,14,0,0
50833,1,9,9,15,5,2,406,1,0,0,0,164848,4500,157089,3259,645,28341,1740,25899,701,7298,3,3910,0,38505,15403,22447,654,7,2,0
50834,1,5,8,9,2,2,375,1,0,0,0,123010,100004,22050,954,0,25033,22339,2408,286,922,1,1020,0,16740,9169,7378,192,9,2,0
50835,1,17,2,8,9,3,1525,4,1,0,0,252211,61863,185795,4553,938,36362,5746,29488,1127,2295,2,0,0,17022,3587,13169,266,14,1,0
50836,0,1,10,6,0,1,590,0,0,0,0,33407,28340,4605,462,0,15153,13725,966,462,274,1,0,0,17787,7662,9525,598,17,6,0
50837,0,3,9,4,0,1,449,0,0,0,0,75481,12666,49902,12911,0,9333,1368,5373,2591,4370,1,0,0,26960,6257,19614,1088,10,1,0
50838,1,4,4,3,3,2,429,1,0,0,0,148655,5181,139848,3624,738,9293,2537,5829,926,2081,1,0,0,10264,4083,6125,56,10,0,0
50839,1,7,4,9,2,1,628,0,0,0,0,211594,5552,185611,20430,0,12151,878,11130,142,10255,1,6035,0,27252,7391,19446,414,15,3,0
50840,1,6,3,8,3,2,483,1,0,0,0,82239,74217,7747,274,0,9995,9268,452,274,331,1,4831,0,7888,4987,2900,0,9,0,0
50841,0,6,4,5,4,2,1554,1,0,0,0,145565,130182,14865,516,0,21956,21450,505,0,4084,1,3676,0,22420,9607,12142,670,7,1,0
50842,1,12,3,12,5,2,465,1,0,0,0,108490,24341,75073,9076,0,14942,2370,12117,454,9483,1,3150,0,27856,7006,20682,168,11,0,1
50843,0,3,5,11,2,1,717,0,0,0,0,145305,109137,36167,0,345,20196,15757,4439,0,12243,1,1836,0,33917,15911,15789,2216,8,2,1
50844,0,4,7,9,3,2,635,1,0,0,0,107974,21587,84714,1671,510,18269,3517,14456,296,2764,3,853,0,19278,2956,15513,808,5,1,0
50845,1,1,1,12,0,1,959,0,0,0,0,7431,3421,3877,131,0,3523,2688,835,0,4767,5,1313,0,4214,2273,1940,0,11,4,0
50846,1,10,2,9,5,3,701,1,1,0,0,75744,60640,13807,1296,0,19660,16504,2848,308,7909,1,3192,0,18539,10553,7986,0,8,0,0
50847,1,10,0,6,10,3,0,3,1,0,0,105985,186,101784,4013,1584,11603,32,11425,146,2152,2,0,0,7154,3061,4092,0,7,0,0
50848,0,0,5,5,0,0,1037,0,0,0,0,23281,18206,5074,0,0,10673,8260,2413,0,5657,5,477,0,12767,5027,7591,148,13,6,0
50849,1,11,6,13,3,2,349,1,0,0,0,99348,0,99348,0,0,28087,0,28087,0,516,1,3848,0,32516,8670,22275,1569,8,0,0
50850,1,8,9,12,4,2,359,1,0,0,0,252110,14098,226821,11191,1212,22507,8108,11476,2922,9866,1,5244,0,30689,14050,13666,2972,13,0,0
50851,0,4,5,6,2,1,779,0,0,0,0,119866,99068,15297,5499,0,9060,7354,658,1047,5494,1,0,0,29303,15746,11727,1829,4,1,0
50852,1,0,2,22,0,0,1196,0,0,0,0,16498,8407,5910,2180,0,6083,4749,1334,0,1664,3,0,0,17114,3340,13389,385,22,6,0
50853,0,1,6,11,0,1,639,0,0,0,0,21379,17116,3977,286,0,9115,7943,1172,0,11273,5,0,0,17450,7883,9397,170,19,0,0
50854,1,9,7,4,4,1,617,0,0,0,0,228554,7211,202622,18719,1377,20131,1359,15382,3389,5220,2,15989,0,22580,8368,13916,296,15,4,0
50855,1,4,2,9,4,1,426,0,0,0,0,89846,62393,23147,4306,0,8371,6215,1467,688,4699,1,0,0,11754,1998,9505,251,7,0,0
50856,0,6,11,5,2,2,351,1,0,0,0,128023,2216,109105,16701,0,15235,341,11966,2928,6173,1,1472,0,34422,9573,20712,4135,5,7,0
50857,1,18,2,6,7,3,986,4,2,0,0,176194,16115,147509,12568,732,34421,2681,27050,4689,1592,3,8510,0,17701,5845,10688,1167,6,1,0
50858,0,3,6,7,2,1,425,0,0,0,0,113037,8512,101160,3364,871,12850,2762,9323,764,5088,1,0,0,17990,11169,6758,62,8,2,0
50859,0,8,6,7,3,2,597,2,0,0,0,119682,83852,26205,9624,536,14711,11997,2354,358,9547,1,375,0,25986,8524,17335,127,24,7,1
50860,0,13,10,8,3,1,491,0,0,0,0,201071,13101,180089,7881,622,24424,2592,20806,1026,11423,1,0,0,39033,17150,20014,1868,11,1,0
50861,0,5,12,9,2,1,792,0,0,0,0,163763,9150,143978,10634,537,16074,1004,14693,376,12137,1,6449,0,45461,15549,28996,916,13,3,0
